iter	Logloss
146	0.01647687807
147	0.01624071566
148	0.01615581516
149	0.01609086122
150	0.01592854934
151	0.01583138665
152	0.01574340041
153	0.01558105295
154	0.01551395752
155	0.01544861328
156	0.01540578658
157	0.01525169443
158	0.01510792748
159	0.01500516348
160	0.01487896582
161	0.01475374085
162	0.01468617064
163	0.01466282246
164	0.01448241474
165	0.01442158549
166	0.01433368166
167	0.01418032507
168	0.01398628026
169	0.01387447382
170	0.01372370985
171	0.0135256532
172	0.01350014279
173	0.01341461511
174	0.01337034069
175	0.01317060957
176	0.01309800569
177	0.01303704643
178	0.01298947061
179	0.01291217723
180	0.01278053332
181	0.012657324
182	0.01260062084
183	0.01253681774
184	0.01244894998
185	0.01236299865
186	0.01227884688
187	0.0122236654
188	0.0121855764
189	0.01211597026
190	0.01196656493
191	0.01188850938
192	0.0117895164
193	0.01173273334
194	0.01166563075
195	0.01160292725
196	0.01148832814
197	0.01145847797
198	0.01143416448
199	0.01140466017
200	0.01135469493
201	0.01124860593
202	0.01113805134
203	0.01105663697
204	0.01095617197
205	0.01088273057
206	0.01076825756
207	0.01065642138
208	0.01060726349
209	0.0105741148
210	0.01055980746
211	0.01050635911
212	0.01048075909
213	0.01044890239
214	0.01031315807
215	0.01027078149
216	0.0101916972
217	0.01011181301
218	0.01005511075
219	0.01003319824
220	0.009958620414
221	0.009842501781
222	0.009778891498
223	0.00970544768
224	0.009681907569
225	0.009638316769
226	0.00961492682
227	0.009501844777
228	0.009469277455
229	0.009418130334
230	0.009365158059
231	0.009273689608
232	0.009160901571
233	0.009093459251
234	0.00907233445
235	0.008999549093
236	0.008919052956
237	0.008796513195
238	0.008730388421
239	0.008693871191
240	0.008659257208
241	0.008596393654
242	0.008546817532
243	0.008507466236
244	0.008450454728
245	0.008401397025
246	0.008358219632
247	0.00834640417
248	0.008328650182
249	0.008294303569
250	0.008261815367
251	0.008219901566
252	0.008194800426
253	0.00816409127
254	0.008115169947
255	0.008055786396
256	0.008047762345
257	0.007985203946
258	0.00796938286
259	0.007956616398
260	0.0079066536
261	0.007877546157
262	0.007808505137
263	0.007734910034
264	0.007684088311
265	0.007583770776
266	0.007485571484
267	0.00743950428
268	0.007383168317
269	0.007314630628
270	0.007285849094
271	0.007217227435
272	0.007182407015
273	0.007137518477
274	0.007108262216
275	0.007052977442
276	0.007009440681
277	0.006958263458
278	0.006940611964
279	0.00694060897
280	0.00694059047
281	0.006915084962
282	0.006859481704
283	0.006820861918
284	0.006820814363
285	0.006820782813
286	0.006790748169
287	0.006790686728
288	0.00676874703
289	0.006744856572
290	0.006732193689
291	0.006668059711
292	0.006642840431
293	0.00661885341
294	0.006595305132
295	0.00656112106
296	0.006535089902
297	0.006511733936
298	0.00647613041
299	0.006450093859
300	0.006450085337
301	0.006447433687
302	0.006418410424
303	0.006393958885
304	0.00634653596
305	0.006323489232
306	0.006323187929
307	0.006316024138
308	0.006281172387
309	0.006268989311
310	0.006248145796
311	0.006248035459
312	0.006248027781
313	0.006247988705
314	0.006236770579
315	0.006198862567
316	0.006154340515
317	0.006115746053
318	0.006088139868
319	0.00606221382
320	0.006055212187
321	0.006055188759
322	0.006028877709
323	0.005973085646
324	0.005935142293
325	0.00589365595
326	0.005865125346
327	0.005865113951
328	0.005841683078
329	0.005840710165
330	0.005840692769
331	0.00581106468
332	0.005811018431
333	0.005811018431
334	0.005810928148
335	0.005788549587
336	0.005759124915
337	0.00568627679
338	0.005662129668
339	0.005662025549
340	0.005628528805
341	0.005617281782
342	0.005593514097
343	0.005571967916
344	0.005523685478
345	0.00548203183
346	0.005441363992
347	0.005409606999
348	0.005361101794
349	0.005323320308
350	0.00528838348
351	0.005288299884
352	0.005288256278
353	0.005288206851
354	0.005288182384
355	0.005288182384
356	0.005271819237
357	0.005246531861
358	0.005229746264
359	0.005207116649
360	0.005207087561
361	0.005186730272
362	0.005175514883
363	0.005153961306
364	0.00515396577
365	0.005147595917
366	0.005112039198
367	0.005072330752
368	0.005072316742
369	0.005072221581
370	0.005072215656
371	0.005072193655
372	0.005072164878
373	0.005072147535
374	0.005072149702
375	0.005072141076
376	0.005045160216
377	0.005021864702
378	0.00499130261
379	0.00499129053
380	0.004991142879
381	0.004991142879
382	0.004991105572
383	0.004980193811
384	0.004960530346
385	0.00493263599
386	0.004932629027
387	0.004932597896
388	0.004888693624
389	0.004872543389
390	0.004840005351
391	0.004816752309
392	0.004776615898
393	0.004776605649
394	0.00476427986
395	0.004740983507
396	0.004721805859
397	0.004705806441
398	0.004681715468
399	0.004681650221
400	0.004681636559
401	0.004660944066
402	0.004631028212
403	0.004602067249
404	0.004580040954
405	0.00458000985
406	0.004579970898
407	0.004562921565
408	0.004538713009
409	0.00453865961
410	0.004538587419
411	0.004538564801
412	0.004538540068
413	0.00453849458
414	0.004538444714
415	0.004538434043
416	0.004538433354
417	0.004538391651
418	0.004538386405
419	0.004538375015
420	0.004538346178
421	0.004538319769
422	0.004538292315
423	0.004538290969
424	0.004538264491
425	0.00453826593
426	0.004538249771
427	0.004538201026
428	0.004518482065
429	0.004502391661
430	0.004502362214
431	0.004502353099
432	0.00450236558
433	0.004502343658
434	0.004502220178
435	0.004502162444
436	0.004502148243
437	0.004502151244
438	0.004502129086
439	0.004502120923
440	0.004502109418
441	0.004502095636
442	0.004502095636
443	0.004502095636
444	0.004499760343
445	0.004499711218
446	0.004484842407
447	0.004471737131
448	0.004448994255
449	0.004433094615
450	0.004415386177
451	0.004398490425
452	0.004371539635
453	0.004342151771
454	0.004342130033
455	0.004324086914
456	0.004297035159
457	0.004270672972
458	0.004248525243
459	0.004234881001
460	0.004215248798
461	0.004215138036
462	0.004215138235
463	0.004215132662
464	0.004215124036
465	0.004215048513
466	0.004189823386
467	0.004189780644
468	0.004189775794
469	0.004189726554
470	0.004189744471
471	0.004189728667
472	0.004189708792
473	0.004165965476
474	0.004141186121
475	0.004117867682
476	0.004117833716
477	0.004117856941
478	0.004117837762
479	0.004117772683
480	0.004117772683
481	0.00411774156
482	0.004117732269
483	0.004116585603
484	0.004116564233
485	0.004116565334
486	0.004116477416
487	0.004116414878
488	0.004116390207
489	0.004116401562
490	0.004116352257
491	0.004116362744
492	0.004116347638
493	0.004116305993
494	0.004116156348
495	0.004116133555
496	0.004116083072
497	0.004116066243
498	0.00411604589
499	0.004116044746
500	0.004116019459
501	0.004116003803
502	0.004116003803
503	0.004115945867
504	0.00411595059
505	0.0041159392
506	0.00411593036
507	0.004115931857
508	0.004115927424
509	0.004115890331
510	0.004115890761
511	0.004115849221
512	0.004115815668
513	0.004115799992
514	0.00411577885
515	0.004115769368
516	0.004115769368
517	0.004115749955
518	0.004115736977
519	0.004115726858
520	0.004115689998
521	0.00411569844
522	0.004115658353
523	0.004115598977
524	0.00411556453
525	0.004115554895
526	0.004115501103
527	0.004115129209
528	0.0041151334
529	0.004115126279
530	0.0041150915
531	0.004115073697
532	0.004115057937
533	0.004115024364
534	0.004115023821
535	0.004115023821
536	0.004114962678
537	0.004114958623
538	0.004114947302
539	0.004114939017
540	0.004114916521
541	0.004114899326
542	0.004114885885
543	0.004110591936
544	0.004110589763
545	0.004110588077
546	0.004110561754
547	0.004110561692
548	0.00411054136
549	0.004110541814
550	0.004110537593
551	0.004110494582
552	0.004110448515
553	0.004080576112
554	0.004080505106
555	0.00408050001
556	0.004080465544
557	0.004080449858
558	0.004080453222
559	0.004080454298
560	0.004080431187
561	0.004080396834
562	0.004080385488
563	0.004080357866
564	0.004080327418
565	0.004061241964
566	0.004061157786
567	0.00406113395
568	0.004061089559
569	0.004061042487
570	0.004061015328
571	0.004061010182
572	0.004060736952
573	0.004060736952
574	0.004060734281
575	0.004060717394
576	0.0040606856
577	0.004040565975
578	0.004023510978
579	0.004023458658
580	0.004023400768
581	0.00402340218
582	0.004023376531
583	0.004023370781
584	0.004023359926
585	0.004023360464
586	0.004023349676
587	0.004023334464
588	0.004023340034
589	0.004023328728
590	0.004023284498
591	0.004023282541
592	0.004023261438
593	0.00402321076
594	0.004023189459
595	0.004023178544
596	0.004023157145
597	0.004023138352
598	0.004023131644
599	0.004023104708
600	0.004023109099
601	0.004023081669
602	0.004023081667
603	0.004023041893
604	0.004023046995
605	0.004023020111
606	0.004022977368
607	0.004022999101
608	0.004022946047
609	0.004022923158
610	0.004022922124
611	0.004022840138
612	0.004022803353
613	0.004022796535
614	0.004022679327
615	0.004022685847
616	0.00402266882
617	0.004022686542
618	0.004022687467
619	0.004000858172
620	0.004000830334
621	0.004000830612
622	0.004000800641
623	0.004000551287
624	0.004000547508
625	0.004000532402
626	0.004000495052
627	0.003997033968
628	0.003996984636
629	0.003996951379
630	0.003996939664
631	0.003996939664
632	0.003996924821
633	0.003996896363
634	0.003996835413
635	0.003996815026
636	0.003996809728
637	0.003996809728
638	0.003996809728
639	0.003996809728
640	0.003996785295
641	0.003996785295
642	0.003996785295
643	0.003996785295
644	0.003996779266
645	0.003996752303
646	0.003996661159
647	0.003996622143
648	0.00399650995
649	0.00399649777
650	0.00399649844
651	0.003996453838
652	0.003996453838
653	0.003978440852
654	0.003978427751
655	0.003978403235
656	0.003978377385
657	0.00397838841
658	0.003978341376
659	0.003978310024
660	0.003978287746
661	0.003978287746
662	0.003978274026
663	0.003978261382
664	0.003978251493
665	0.003970869197
666	0.003970874879
667	0.003970812272
668	0.003970783084
669	0.003970781481
670	0.00397077221
671	0.003970764507
672	0.003970698661
673	0.003970639307
674	0.003970627376
675	0.003970587149
676	0.003970570992
677	0.003970564561
678	0.003970554583
679	0.003970554583
680	0.003970544821
681	0.003970544821
682	0.003970529743
683	0.003970505969
684	0.003970496698
685	0.003970483673
686	0.003952520509
687	0.003952502847
688	0.003938452039
689	0.003938452039
690	0.003938439597
691	0.00393637034
692	0.003936366651
693	0.003936365793
694	0.00393635161
695	0.003936347586
696	0.003932078832
697	0.003932078832
698	0.003932046701
699	0.003932004054
700	0.00393199335
701	0.003932000468
702	0.003932000468
703	0.003932000468
704	0.003931949201
705	0.003902890727
706	0.003902851264
707	0.003902832153
708	0.003902810373
709	0.003902779214
710	0.003902776073
711	0.003902776073
712	0.003902771887
713	0.003895698146
714	0.003895689145
715	0.003895662616
716	0.003895639736
717	0.003882195029
718	0.003868097747
719	0.003856804266
720	0.003856773306
721	0.003849393195
722	0.003835323382
723	0.00380602009
724	0.003791348
725	0.00376611492
726	0.00376560863
727	0.003753110215
728	0.003740799362
729	0.003740747738
730	0.003740607195
731	0.003740605086
732	0.003740580697
733	0.00374058465
734	0.003723609771
735	0.003723550699
736	0.003723445569
737	0.00372340358
738	0.003723418065
739	0.003723385163
740	0.003723322965
741	0.003697590879
742	0.003697598702
743	0.003693804265
744	0.003693804265
745	0.003672871074
746	0.003672840144
747	0.003643386149
748	0.003643346369
749	0.003643346369
750	0.003643353042
751	0.003643334237
752	0.003643324384
753	0.003643324384
754	0.003643324384
755	0.003643304297
756	0.003643266727
757	0.003643266727
758	0.00364324707
759	0.003643265965
760	0.003643231038
761	0.00364320095
762	0.003643174981
763	0.003643181975
